step,timestamp,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz
0,1776077498.5654044,0.006267720129112594,0.002656734800001218,-0.5860482416252482,-0.0030000179998055975,-0.001,1.0,0.097,1.0,-0.003,0.0,-0.003
1,1776077498.573732,0.005515365129112593,0.003918181400002887,-0.5685972550662662,-0.004000042665847448,-0.001,1.0,0.096,1.0,-0.003,0.0,-0.004
2,1776077498.5823693,0.006893166971812721,0.006686845200006845,-0.5334143448244937,-0.004000042665847448,-0.001,0.999,0.095,1.0,-0.004,0.0,-0.004
3,1776077498.5908282,0.010905178927065108,0.0037125260000451295,-0.5597021033497291,-0.00600014399377888,-0.001,0.999,0.094,1.0,-0.005,0.0,-0.006
4,1776077498.5988429,0.012409391021202407,0.004745752400123835,-0.5481617580183443,-0.007000228653220126,-0.001,0.999,0.093,1.0,-0.006,0.0,-0.007
5,1776077498.6076736,0.012660176021202407,0.00476079560018485,-0.5437141821600757,-0.008000341307116536,-0.001,0.999,0.092,1.0,-0.006,-0.0,-0.008
6,1776077498.6155515,0.0156691582793535,0.004815954000573313,-0.532173836828691,-0.01000066658665524,-0.001,0.999,0.091,1.0,-0.007,-0.0,-0.01
7,1776077498.6242204,0.019149738220346112,0.006009953400545343,-0.5389531956132858,-0.011993178086550765,-0.002,0.999,0.089,1.0,-0.008,-0.001,-0.012
8,1776077498.6330066,0.021150723309852744,0.007840664586238688,-0.49647721083457275,-0.013992860409882719,-0.002,0.999,0.087,1.0,-0.009,-0.001,-0.014
9,1776077498.641264,0.02440572412898312,0.005919629608991953,-0.5282815678388988,-0.015992766923820376,-0.002,0.999,0.086,1.0,-0.01,-0.001,-0.016
10,1776077498.648992,0.027114301818246537,0.00927447334943614,-0.49289835253330205,-0.01798204454361172,-0.002,0.999,0.084,1.0,-0.011,-0.002,-0.018
11,1776077498.6588576,0.03211515935150696,0.008459375229085471,-0.5111049510245842,-0.02098036142010292,-0.002,0.999,0.082,1.0,-0.013,-0.002,-0.021
12,1776077498.6667182,0.03479924567144341,0.013883206256109662,-0.3998652229419225,-0.023967689149943114,-0.002,0.999,0.079,1.0,-0.014,-0.003,-0.024
13,1776077498.674011,0.04048873766411783,0.018095774146184986,-0.2976884780749096,-0.025948624026871002,-0.002,0.999,0.076,1.0,-0.016,-0.004,-0.026
14,1776077498.6822343,0.04711469702449371,0.01784691809227906,-0.34504767257652813,-0.02889888591892284,-0.002,0.999,0.072,0.999,-0.018,-0.005,-0.029
15,1776077498.6915646,0.057699231383445716,0.021808385669418194,-0.4192017739765863,-0.03183931395828779,-0.002,0.999,0.068,0.999,-0.022,-0.007,-0.032
16,1776077498.6989045,0.06303705746424859,0.02666395786800595,-0.4383901956495637,-0.032780768839810806,-0.003,0.999,0.065,0.999,-0.024,-0.009,-0.033
17,1776077498.7086647,0.07323231421804553,0.032309006427705,-0.38369231828800854,-0.034705733692804226,-0.003,1.0,0.061,0.999,-0.027,-0.011,-0.035
18,1776077498.7155597,0.08005852492386206,0.036655536727263474,-0.42770543311689313,-0.03561816607427954,-0.003,1.0,0.058,0.999,-0.03,-0.013,-0.036
19,1776077498.7238908,0.08838503003145756,0.04177011575141301,-0.42522150362201516,-0.03651955251314975,-0.003,1.0,0.055,0.999,-0.033,-0.015,-0.037
20,1776077498.7320924,0.12222661282147268,0.05205415728020517,-0.058047726694834934,-0.03828838283323924,-0.003,1.0,0.051,0.998,-0.037,-0.019,-0.039
21,1776077498.740562,0.11928770364791591,0.05956083225265927,-0.2817443348426666,-0.03910140167972391,-0.003,1.001,0.048,0.998,-0.041,-0.022,-0.04
22,1776077498.7488902,0.13059559913560936,0.07170353148501228,-0.3296913097774742,-0.039783993047787784,-0.003,1.001,0.043,0.998,-0.046,-0.027,-0.041
23,1776077498.7573602,0.13875406539663865,0.08240226068008363,-0.4330045745670106,-0.0403945170593072,-0.003,1.002,0.039,0.997,-0.052,-0.031,-0.042
24,1776077498.7659917,0.14923855884730097,0.09259730153321093,-0.43860180510608604,-0.040068050367137585,-0.003,1.002,0.037,0.997,-0.056,-0.035,-0.042
25,1776077498.7742023,0.1666374975086439,0.09931222926092374,-0.3986838145030941,-0.040769510161298296,-0.002,1.003,0.034,0.997,-0.06,-0.038,-0.043
26,1776077498.7824183,0.18988747736864617,0.1121475763315985,-0.364676465127699,-0.04020111826362374,-0.002,1.004,0.031,0.996,-0.066,-0.043,-0.043
27,1776077498.790763,0.20231827481825526,0.12898289916021896,-0.398838511243922,-0.03951109674677586,-0.002,1.005,0.028,0.995,-0.072,-0.049,-0.043
28,1776077498.7992241,0.21544342802616043,0.1421816871827569,-0.43832341815455333,-0.03886567043097484,-0.002,1.005,0.026,0.995,-0.078,-0.054,-0.043
29,1776077498.807181,0.24029616172117993,0.15675626047405444,-0.445102776939148,-0.038043817006149026,-0.002,1.006,0.024,0.994,-0.084,-0.06,-0.043
30,1776077498.8153887,0.24633083231694278,0.17023295072443112,-0.487940330901655,-0.0362926060502048,-0.002,1.007,0.023,0.993,-0.089,-0.065,-0.042
