step,sim_time,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz,ref_x,ref_y,ref_z,payload_x,payload_y,payload_z,payload_ref_x,payload_ref_y,payload_ref_z
0,1784952037.8701868,0.0,0.0,0.04999999982976355,0.0,0.577,0.0,0.1,1.0,-0.0,-0.0,0.0,0.5774936883736287,1.869477840256287e-12,0.19999981110047704,2.3847741063638846e-13,2.992192407880003e-12,0.024999510815518863,2.3847741063638846e-13,2.992192407880003e-12,0.024999510815518863
0,1784952037.889123,-2.0449023036404562e-12,0.001181349985411157,0.049999999947660315,0.0,0.577,0.0,0.1,1.0,-0.0,-0.0,0.0,0.5774936883736287,1.869477840256287e-12,0.19999981110047704,2.3847741063638846e-13,2.992192407880003e-12,0.024999510815518863,2.3847741063638846e-13,2.992192407880003e-12,0.024999510815518863
0,1784952037.9095445,-1.3749128736918984e-12,-0.0007243109120442127,0.049999999947638166,8.574308676390314e-16,0.577,0.0,0.1,1.0,-0.0,-0.0,0.0,0.5774936883736287,1.869477840256287e-12,0.19999981110047704,2.3847741063638846e-13,2.992192407880003e-12,0.024999510815518863,2.3847741063638846e-13,2.992192407880003e-12,0.024999510815518863
0,1784952037.9373631,-1.6453724294572707e-12,-0.00015167615170847836,0.0499999999476632,1.0657872786002565e-16,0.577,0.0,0.1,1.0,-0.0,-0.0,0.0,0.5774936883736287,1.869477840256287e-12,0.19999981110047704,2.3847741063638846e-13,2.992192407880003e-12,0.024999510815518863,2.3847741063638846e-13,2.992192407880003e-12,0.024999510815518863
0,1784952037.9564967,-1.540094196721917e-12,-0.00031671760931124057,0.04999999994766547,2.9703330072500593e-16,0.577,0.0,0.1,1.0,-0.0,-0.0,0.0,0.5774936883736287,1.869477840256287e-12,0.19999981110047704,2.3847741063638846e-13,2.992192407880003e-12,0.024999510815518863,2.3847741063638846e-13,2.992192407880003e-12,0.024999510815518863
0,1784952037.9752593,-1.5800643889445925e-12,-0.0002636089244383744,0.04999999994766524,2.3642375938754655e-16,0.577,0.0,0.1,1.0,-0.0,-0.0,0.0,0.5774936883736287,1.869477840256287e-12,0.19999981110047704,2.3847741063638846e-13,2.992192407880003e-12,0.024999510815518863,2.3847741063638846e-13,2.992192407880003e-12,0.024999510815518863
0,1784952038.0000215,-1.5650632158175133e-12,-0.00028229613972686855,0.04999999994766526,2.5686292695268703e-16,0.577,0.0,0.1,1.0,-0.0,-0.0,0.0,0.5774936883736287,1.869477840256287e-12,0.19999981110047704,2.3847741063638846e-13,2.992192407880003e-12,0.024999510815518863,2.3847741063638846e-13,2.992192407880003e-12,0.024999510815518863
0,1784952038.0108025,-1.5706659856196088e-12,-0.0002754032151035318,0.04999999994766526,2.496990001990443e-16,0.577,0.0,0.1,1.0,-0.0,-0.0,0.0,0.5774936883736287,1.869477840256287e-12,0.19999981110047704,2.3847741063638846e-13,2.992192407880003e-12,0.024999510815518863,2.3847741063638846e-13,2.992192407880003e-12,0.024999510815518863
0,1784952038.0457969,-1.5685777049215866e-12,-0.00027799956435861097,0.04999999994766526,2.5228323897420446e-16,0.577,0.0,0.1,1.0,-0.0,-0.0,0.0,0.5774936883736287,1.869477840256287e-12,0.19999981110047704,2.3847741063638846e-13,2.992192407880003e-12,0.024999510815518863,2.3847741063638846e-13,2.992192407880003e-12,0.024999510815518863
0,1784952038.070735,-1.5693553852524901e-12,-0.00027701289885371334,0.04999999994766526,2.512314493920286e-16,0.577,0.0,0.1,1.0,-0.0,-0.0,0.0,0.5774936883736287,1.869477840256287e-12,0.19999981110047704,2.3847741063638846e-13,2.992192407880003e-12,0.024999510815518863,2.3847741063638846e-13,2.992192407880003e-12,0.024999510815518863
