step,sim_time,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz,ref_x,ref_y,ref_z
289,1784087618.92844,0.0,0.0,0.04999999979145786,0.0,-0.217,-0.375,0.504,1.0,0.0,0.0,0.0,-0.21677675396204454,-0.37546788461208014,0.5085534486930993
290,1784087618.9473991,0.014606280024562183,0.0999983294576009,0.09874999937368081,0.0,-0.217,-0.375,0.504,1.0,0.0,0.0,0.0,-0.21677675396204454,-0.37546788461208014,0.5135534486930993
291,1784087618.9667075,-0.0010021589014581472,0.19749802623227997,0.14628124764342232,-0.007545340102087388,-0.217,-0.375,0.504,1.0,0.0,0.0,0.0,-0.21677675396204454,-0.37546788461208014,0.5135534486930993
292,1784087618.986786,0.018781155749293853,0.2055832979581098,0.1926242104606547,-0.0017653399789929435,-0.217,-0.375,0.504,1.0,0.0,0.0,0.0,-0.21677675396204454,-0.37546788461208014,0.5135534486930993
293,1784087619.0067635,0.01303700120845038,0.287144942673355,0.23780859235096075,-0.0027420559566943906,-0.217,-0.375,0.504,1.0,0.0,0.0,0.0,-0.21677675396204454,-0.37546788461208014,0.5135534486930993
294,1784087619.0268323,0.016609006321392887,0.26767006839785856,0.2818632739437736,-0.0012306753112763277,-0.217,-0.375,0.504,1.0,0.0,0.0,0.0,-0.21677675396204454,-0.37546788461208014,0.5135534486930993
295,1784087619.0469244,0.016522300774944397,0.25983672870456054,0.32480813158883465,-0.0006712554126653435,-0.217,-0.375,0.504,1.0,0.0,0.0,0.0,-0.21677675396204454,-0.37546788461208014,0.5135534486930993
296,1784087619.0671332,0.01684264036900591,0.2658285770064066,0.36665831599104437,-0.0004349846330674056,-0.217,-0.375,0.504,1.0,0.0,0.0,0.0,-0.21677675396204454,-0.37546788461208014,0.5135534486930993
297,1784087619.0871453,0.020947289111170553,0.27067905782342594,0.4040496885370151,-0.00018717542591631235,-0.217,-0.375,0.504,1.0,-0.0,0.0,-0.0,-0.21677675396204454,-0.37546788461208014,0.5135534486930993
298,1784087619.11119,0.010382129309906028,0.27133533170703444,0.4147623948559934,-0.0004531406893927709,-0.217,-0.375,0.504,1.0,0.0,-0.0,0.0,-0.21677675396204454,-0.37546788461208014,0.5135534486930993
299,1784087619.1371908,-0.0678542048333807,0.2784429399559436,0.4153760781759209,-0.0032823196557341984,-0.217,-0.375,0.504,1.0,0.001,-0.0,0.0,-0.21677675396204454,-0.37546788461208014,0.5135534486930993
300,1784087619.1524205,-0.08773204982694399,0.2778108274211062,0.41429178865034677,-0.004736801261265896,-0.217,-0.375,0.504,1.0,0.001,-0.0,0.0,-0.21677675396204454,-0.37546788461208014,0.5135534486930993
301,1784087619.1737986,-0.1855380009659034,0.32966821579689687,0.38596460766180263,-0.06885417055722313,-0.216,-0.375,0.505,1.0,0.004,-0.001,0.0,-0.21677675396204454,-0.37546788461208014,0.5135534486930993
302,1784087619.1936347,-0.2808275175306792,0.3390538074529855,0.36140861834246457,-0.07845651012566085,-0.216,-0.374,0.506,1.0,0.007,-0.002,0.0,-0.21677675396204454,-0.37546788461208014,0.5135534486930993
303,1784087619.2124565,-0.3737227339319886,0.36173703676163627,0.3295198564170233,-0.06505031369036804,-0.216,-0.374,0.508,1.0,0.012,-0.004,0.0,-0.21677675396204454,-0.37546788461208014,0.5135534486930993
304,1784087619.235108,-0.2968124004597632,0.3037111333002755,0.36078533965051796,-0.050379471306741766,-0.215,-0.373,0.51,1.0,0.016,-0.005,0.0,-0.21677675396204454,-0.37546788461208014,0.5185534486930993
305,1784087619.2547078,-0.389391920851034,0.39611724930083136,0.30176610654663794,-0.1451906935953158,-0.215,-0.372,0.514,1.0,0.023,-0.007,0.0,-0.21677675396204454,-0.37546788461208014,0.5185534486930993
306,1784087619.2743835,-0.4780537063242854,0.3882549223775656,0.2457491087383417,-0.09397097298390376,-0.214,-0.37,0.521,0.999,0.033,-0.011,0.0,-0.21677675396204454,-0.37546788461208014,0.5185534486930993
308,1784087619.2968106,-0.4537816082805707,0.37845867263862004,0.2140818770187764,-0.0364561712555206,-0.213,-0.369,0.526,0.999,0.04,-0.013,0.001,-0.21677675396204454,-0.37546788461208014,0.5185534486930993
308,1784087619.3082185,-0.4075200389550211,0.34215918425101394,0.25872295322208727,-0.02136174444122477,-0.212,-0.368,0.532,0.999,0.047,-0.016,0.001,-0.21677675396204454,-0.37546788461208014,0.5185534486930993
309,1784087619.3269272,-0.382009556007109,0.34366354246465863,0.27117794307727966,0.010588651182327252,-0.21,-0.364,0.547,0.998,0.062,-0.021,0.003,-0.21677675396204454,-0.37546788461208014,0.5185534486930993
310,1784087619.347362,-0.3818387206120261,0.33995496125590274,0.2726467659741434,0.027698263079302055,-0.209,-0.363,0.553,0.998,0.066,-0.022,0.004,-0.21677675396204454,-0.37546788461208014,0.5185534486930993
311,1784087619.367226,-0.3607881592127561,0.32789133502666895,0.3144017483184851,0.029083054332630708,-0.207,-0.361,0.56,0.997,0.071,-0.024,0.005,-0.21677675396204454,-0.37546788461208014,0.5185534486930993
312,1784087619.3886013,-0.38627901448127633,0.34057324707224756,0.2817787345139558,0.04695998899791206,-0.207,-0.36,0.565,0.997,0.075,-0.025,0.005,-0.21677675396204454,-0.37546788461208014,0.5185534486930993
313,1784087619.4084456,-0.35056968429875907,0.3305156634131105,0.26983280028443307,0.05219629976771913,-0.205,-0.358,0.574,0.996,0.08,-0.027,0.006,-0.21677675396204454,-0.37546788461208014,0.5185534486930993
314,1784087619.430987,-0.33746176609532985,0.3267858460967635,0.2640048752491119,0.052729662051689385,-0.204,-0.356,0.581,0.996,0.083,-0.028,0.007,-0.21677675396204454,-0.37546788461208014,0.5185534486930993
315,1784087619.455126,-0.3063586315401148,0.3167527553987235,0.26461592334170003,0.05080080578709316,-0.202,-0.354,0.59,0.996,0.087,-0.03,0.008,-0.21677675396204454,-0.37546788461208014,0.5235534486930993
316,1784087619.4724884,-0.36292992544376024,0.32316824681409984,0.2944110798566776,0.042101690805279396,-0.201,-0.353,0.594,0.996,0.089,-0.03,0.008,-0.21677675396204454,-0.37546788461208014,0.5235534486930993
317,1784087619.4877503,-0.3516564185276855,0.3221541775049781,0.3008427834828247,0.04114992266192422,-0.198,-0.349,0.609,0.995,0.093,-0.032,0.008,-0.21677675396204454,-0.37546788461208014,0.5235534486930993
318,1784087619.5085526,-0.24290274989395055,0.28147936850004507,0.2433221188745468,0.04770174264714713,-0.196,-0.347,0.618,0.995,0.096,-0.033,0.009,-0.21677675396204454,-0.37546788461208014,0.5235534486930993
319,1784087619.528464,-0.13772548274336707,0.20239718915980395,0.18729855594544387,0.0402912056172094,-0.194,-0.345,0.629,0.995,0.098,-0.034,0.008,-0.21677675396204454,-0.37546788461208014,0.5235534486930993
320,1784087619.5561378,-0.23428174249976672,0.297335323506278,0.23261588960233562,0.013364631219452718,-0.192,-0.343,0.637,0.994,0.1,-0.035,0.008,-0.21677675396204454,-0.37546788461208014,0.5235534486930993
321,1784087619.5718958,-0.29801398908361576,0.3207976924062177,0.24537793240336678,0.011101135708304115,-0.192,-0.343,0.639,0.994,0.1,-0.035,0.008,-0.21677675396204454,-0.37546788461208014,0.5235534486930993
322,1784087619.6021109,-0.31297506637765754,0.3067121106846911,0.2512539360385998,0.013221555589752045,-0.188,-0.339,0.653,0.994,0.103,-0.036,0.008,-0.21677675396204454,-0.37546788461208014,0.5235534486930993
324,1784087619.6178207,-0.39317184015080836,0.3316784421333311,0.29494494426124984,0.013704405777484985,-0.187,-0.338,0.659,0.994,0.104,-0.037,0.008,-0.21677675396204454,-0.37546788461208014,0.5235534486930993
324,1784087619.6326854,-0.2854589012268465,0.24215264470033215,0.23758055081930146,0.019440026196968774,-0.185,-0.336,0.669,0.994,0.107,-0.038,0.007,-0.21677675396204454,-0.37546788461208014,0.5235534486930993
325,1784087619.6516109,-0.3118642503614394,0.29323432346046385,0.26232200789595306,0.017915959895142445,-0.182,-0.333,0.679,0.993,0.109,-0.038,0.007,-0.21677675396204454,-0.37546788461208014,0.5285534486930993
326,1784087619.6724005,-0.20441589494590415,0.18594655889079015,0.20577076388581533,0.0005279691026091569,-0.179,-0.331,0.69,0.993,0.111,-0.038,0.007,-0.21677675396204454,-0.37546788461208014,0.5285534486930993
327,1784087619.6936264,-0.2978252615616874,0.28077078357460306,0.2506231748751884,0.011489325773478208,-0.177,-0.33,0.696,0.993,0.112,-0.038,0.007,-0.21677675396204454,-0.37546788461208014,0.5285534486930993
328,1784087619.7080767,-0.3617915749738067,0.30102143926094566,0.29346955451979917,0.016733911821399935,-0.175,-0.328,0.704,0.993,0.113,-0.038,0.007,-0.21677675396204454,-0.37546788461208014,0.5285534486930993
329,1784087619.7271721,-0.3565445789591885,0.28603689597221704,0.30525367326508324,0.021588657428210235,-0.172,-0.326,0.715,0.993,0.114,-0.038,0.007,-0.21677675396204454,-0.37546788461208014,0.5285534486930993
330,1784087619.7482772,-0.36622773518564417,0.3015359675586985,0.3206213949818366,0.025448367332035635,-0.171,-0.325,0.719,0.993,0.114,-0.038,0.007,-0.21677675396204454,-0.37546788461208014,0.5285534486930993
331,1784087619.768605,-0.3085765855617607,0.2531989148247623,0.28869885808348716,0.02756857129246984,-0.168,-0.323,0.728,0.993,0.114,-0.038,0.008,-0.21677675396204454,-0.37546788461208014,0.5285534486930993
332,1784087619.7871244,-0.20091660430683675,0.1468694610315644,0.2314816291307304,-0.0011067583856574324,-0.166,-0.322,0.733,0.993,0.114,-0.037,0.008,-0.21677675396204454,-0.37546788461208014,0.5285534486930993
333,1784087619.8114638,-0.2957940553756704,0.24316921537542147,0.2756894755454895,0.021810008075920397,-0.164,-0.321,0.741,0.993,0.114,-0.037,0.008,-0.21677675396204454,-0.37546788461208014,0.5285534486930993
334,1784087619.8274062,-0.30984957893517495,0.2585610791823797,0.2708821171473466,0.024114528858678076,-0.163,-0.321,0.745,0.993,0.114,-0.036,0.008,-0.21677675396204454,-0.37546788461208014,0.5285534486930993
335,1784087619.8470998,-0.3006513074301872,0.2309403785404601,0.26928475273074376,0.025125891108695123,-0.161,-0.32,0.751,0.993,0.113,-0.036,0.008,-0.21677675396204454,-0.37546788461208014,0.5285534486930993
336,1784087619.867993,-0.2994098185746173,0.2591695688206805,0.30214501509275493,0.026815451428800267,-0.16,-0.32,0.756,0.993,0.112,-0.036,0.008,-0.21677675396204454,-0.37546788461208014,0.5335534486930993
