file_name,folder_name,rmse_x,rmse_y,rmse_z,rmse_3d,start_time,total_duration,analysis_duration,num_samples,total_samples
log.csv,circle_1,0.244,0.408,0.186,0.51,8.000264883041382,101.8770592212677,93.87679433822632,1409,1529
log.csv,circle_2,0.3,0.278,0.063,0.413,8.00710415840149,88.20894169807434,80.20183753967285,1204,1324
log.csv,circle_3,0.339,0.22,0.152,0.431,8.002837657928467,88.54734778404236,80.54451012611389,1209,1329
log.csv,xyz_sine_1,0.237,0.662,0.088,0.709,8.020325422286987,70.01805114746094,61.99772572517395,931,1051
log.csv,xyz_sine_2,0.306,0.382,0.073,0.494,8.018945932388306,70.2707827091217,62.2518367767334,935,1055
log.csv,xyz_sine_3,0.35,0.227,0.184,0.456,8.004220008850098,72.46145439147949,64.4572343826294,968,1088
log.csv,z_sin_1,0.25,0.432,0.112,0.511,8.009058475494385,51.471917390823364,43.46285891532898,653,773
log.csv,z_sin_2,0.306,0.211,0.125,0.392,8.004297971725464,51.213446378707886,43.20914840698242,649,769
log.csv,z_sin_3,0.333,0.517,0.109,0.624,8.074365377426147,51.27610731124878,43.20174193382263,649,770
