step,timestamp,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz
0,1773552799.399099,0.01048456,-0.00972664,-0.6134440637151599,-1.3311702969009158,0.077,0.083,0.0,0.237,0.0,-0.0,-0.971
1,1773552799.406309,0.01048456,-0.00972664,-0.6119550921602608,-1.3773745098441867,0.077,0.083,0.0,0.192,0.0,-0.0,-0.981
2,1773552799.4157658,0.01048456,-0.00972664,-0.6104661206053615,-1.403031367102691,0.077,0.083,0.0,0.167,0.0,-0.0,-0.986
3,1773552799.4229794,0.01048456,-0.00972664,-0.6089771490504623,-1.4816700107467051,0.077,0.083,0.0,0.089,0.0,-0.0,-0.996
4,1773552799.4312534,0.01048456,-0.00972664,-0.6074881774955632,-1.5327555144940646,0.077,0.083,0.0,0.038,0.0,-0.0,-0.999
5,1773552799.4399204,0.01048456,-0.00972664,-0.6059992059406641,1.4878122146624777,0.077,0.083,0.0,0.083,-0.0,0.0,0.997
6,1773552799.4476528,0.01048456,-0.00972664,-0.6045102343857649,1.3418693560805441,0.077,0.083,0.0,0.227,-0.0,0.0,0.974
7,1773552799.456217,0.01048456,-0.00972664,-0.6030212628308658,1.1833606251526985,0.077,0.083,0.0,0.378,-0.0,0.0,0.926
8,1773552799.4646614,0.01048456,-0.00972664,-0.6015322912759666,1.0312213206070489,0.077,0.083,0.0,0.514,-0.0,0.0,0.858
9,1773552799.4731207,0.01048456,-0.00972664,-0.6000433197210675,0.8850095005760847,0.077,0.083,0.0,0.634,-0.0,0.0,0.774
10,1773552799.4808562,0.01048456,-0.00972664,-0.5985543481661681,0.8139276353122553,0.077,0.083,0.0,0.687,-0.0,0.0,0.727
11,1773552799.4903367,0.01048456,-0.00972664,-0.597065376611269,0.6725411717839724,0.077,0.083,0.0,0.782,-0.0,0.0,0.623
12,1773552799.4979308,0.01048456,-0.00972664,-0.5955764050563699,0.6029163572032963,0.077,0.083,0.0,0.824,-0.0,0.0,0.567
13,1773552799.506703,0.01048456,-0.00972664,-0.5940874335014709,0.5317140060431732,0.077,0.083,0.0,0.862,-0.0,0.0,0.507
14,1773552799.51577,0.01048456,-0.00972664,-0.5925984619465716,0.4588017544823723,0.077,0.083,0.0,0.896,-0.0,0.0,0.443
15,1773552799.5236137,0.01048456,-0.00972664,-0.5911094903916725,0.31098080064033967,0.077,0.083,0.0,0.952,-0.0,0.0,0.306
16,1773552799.5317256,0.01048456,-0.00972664,-0.5896205188367734,0.1577121534098684,0.077,0.083,0.0,0.988,-0.0,-0.0,0.157
17,1773552799.5396736,0.01048456,-0.00972664,-0.5881315472818742,0.07909218647492912,0.077,0.083,0.0,0.997,-0.0,-0.0,0.079
