file_name,folder_name,rmse_x,rmse_y,rmse_z,rmse_3d,start_time,total_duration,analysis_duration,num_samples,total_samples
log.csv,circle_1,0.198,0.25,0.046,0.322,8.008387327194214,88.21165227890015,80.20326495170593,1204,1324
log.csv,circle_2,0.224,0.363,0.049,0.43,8.00074052810669,88.2847855091095,80.28404498100281,1205,1325
log.csv,circle_3,0.206,0.318,0.042,0.381,8.004334449768066,88.14250040054321,80.13816595077515,1203,1323
log.csv,xyz_sine_1,0.189,0.229,0.055,0.302,8.008065462112427,70.73446130752563,62.72639584541321,942,1062
log.csv,xyz_sine_2,0.183,0.252,0.049,0.315,8.009384393692017,70.14822506904602,62.138840675354004,933,1053
log.csv,xyz_sine_3,0.171,0.151,0.053,0.235,8.009189128875732,70.33824253082275,62.32905340194702,936,1056
log.csv,z_sin_1,0.222,0.378,0.082,0.446,8.016169309616089,51.471590518951416,43.45542120933533,653,773
log.csv,z_sin_2,0.282,0.242,0.078,0.38,8.071665287017822,51.27003312110901,43.19836783409119,649,770
log.csv,z_sin_3,0.165,0.279,0.085,0.335,8.063136100769043,51.665568828582764,43.60243272781372,655,776
