step,timestamp,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz
0,1776469078.0647357,0.0,0.0,-0.6134440637151599,-0.0,-0.0,1.0,0.1,1.0,0.0,-0.0,0.0
1,1776469078.0730014,0.0,0.0,-0.6119550921602608,-0.0,-0.0,1.0,0.1,1.0,0.0,-0.0,0.0
2,1776469078.081815,0.0,0.0,-0.6104661206053615,-0.0,-0.0,1.0,0.1,1.0,0.0,-0.0,0.0
3,1776469078.0929549,0.0,0.0,-0.6089771490504624,-0.0,-0.0,1.0,0.1,1.0,0.0,-0.0,0.0
4,1776469078.097596,0.0,0.0,-0.6074881774955632,-0.0,-0.0,1.0,0.1,1.0,0.0,-0.0,0.0
5,1776469078.1062608,0.0,0.0,-0.6059992059406641,-0.0,-0.0,1.0,0.1,1.0,0.0,-0.0,0.0
6,1776469078.1141372,0.0,0.0,-0.6045102343857649,-0.0,-0.0,1.0,0.1,1.0,0.0,-0.0,0.0
7,1776469078.122581,0.0,0.0,-0.6030212628308658,-0.0,-0.0,1.0,0.1,1.0,0.0,-0.0,0.0
8,1776469078.1308239,0.0,0.0,-0.6015322912759666,-0.0,-0.0,1.0,0.1,1.0,0.0,-0.0,0.0
9,1776469078.1389186,0.0,0.0,-0.6000433197210675,-0.0,-0.0,1.0,0.1,1.0,0.0,-0.0,0.0
10,1776469078.1488492,0.0,0.0,-0.5985543481661681,-0.0,-0.0,1.0,0.1,1.0,0.0,-0.0,0.0
11,1776469078.158213,0.0,0.0,-0.597065376611269,-0.0,-0.0,1.0,0.1,1.0,0.0,-0.0,0.0
12,1776469078.1644652,0.0,0.0,-0.5955764050563699,-0.0,-0.0,1.0,0.1,1.0,0.0,-0.0,0.0
13,1776469078.1733162,0.0,0.0,-0.5940874335014709,-0.0,-0.0,1.0,0.1,1.0,0.0,-0.0,0.0
14,1776469078.1812072,0.0,0.0,-0.5925984619465716,-0.0,-0.0,1.0,0.1,1.0,0.0,-0.0,0.0
15,1776469078.189882,0.0,0.0,-0.5911094903916725,-0.0,-0.0,1.0,0.1,1.0,0.0,-0.0,0.0
16,1776469078.1996455,0.0,0.0,-0.5896205188367734,-0.0,-0.0,1.0,0.1,1.0,0.0,-0.0,0.0
17,1776469078.207538,0.0,0.0,-0.5881315472818742,-0.0,-0.0,1.0,0.1,1.0,0.0,-0.0,0.0
