step,timestamp,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz
0,1776470349.1386127,0.0,0.0,-0.6134440637151599,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
1,1776470349.1466901,0.0,0.0,-0.6119550921602608,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
2,1776470349.154892,0.0,0.0,-0.6104661206053615,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
3,1776470349.1654837,0.0,0.0,-0.6089771490504624,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
4,1776470349.171629,0.0,0.0,-0.6074881774955632,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
5,1776470349.1810713,0.0,0.0,-0.6059992059406641,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
6,1776470349.1895108,0.0,0.0,-0.6045102343857649,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
7,1776470349.1963909,0.0,0.0,-0.6030212628308658,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
8,1776470349.2049255,0.0,0.0,-0.6015322912759666,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
9,1776470349.2132957,0.0,0.0,-0.6000433197210675,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
10,1776470349.2224216,0.0,0.0,-0.5985543481661681,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
11,1776470349.2307394,0.0,0.0,-0.597065376611269,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
12,1776470349.2398918,0.0,0.0,-0.5955764050563699,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
13,1776470349.246826,0.0,0.0,-0.5940874335014709,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
14,1776470349.2549798,0.0,0.0,-0.5925984619465716,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
15,1776470349.2637167,0.0,0.0,-0.5911094903916725,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
16,1776470349.272931,0.0,0.0,-0.5896205188367734,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
17,1776470349.2800162,0.0,0.0,-0.5881315472818742,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
18,1776470349.2884848,0.0,0.0,-0.586642575726975,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
19,1776470349.2971478,0.0,0.0,-0.5851536041720758,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
20,1776470349.3054254,0.0,0.0,-0.5836646326171766,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
21,1776470349.31445,0.0,0.0,-0.5821756610622775,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
22,1776470349.3226116,0.0,0.0,-0.5806866895073783,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
23,1776470349.3305702,0.0,0.0,-0.5791977179524792,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
24,1776470349.338237,0.0,0.0,-0.5777087463975801,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
25,1776470349.3468578,0.0,0.0,-0.5762197748426809,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
26,1776470349.3553977,0.0,0.0,-0.5747308032877817,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
27,1776470349.3650007,0.0,0.0,-0.5732418317328826,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
28,1776470349.3734503,0.0,0.0,-0.5717528601779833,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
29,1776470349.3813078,0.0,0.0,-0.5702638886230842,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
30,1776470349.389194,0.0,0.0,-0.5687749170681851,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
31,1776470349.3965607,0.0,0.0,-0.5672859455132859,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
32,1776470349.4060698,0.0,0.0,-0.5657969739583868,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
33,1776470349.4132285,0.0,0.0,-0.5643080024034877,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
34,1776470349.4222028,0.0,0.0,-0.5628190308485884,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
35,1776470349.4300795,0.0,0.0,-0.5613300592936892,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
36,1776470349.4395423,0.0,0.0,-0.55984108773879,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
37,1776470349.4470065,0.0,0.0,-0.5583521161838909,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
38,1776470349.4548888,0.0,0.0,-0.5568631446289918,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
39,1776470349.4679794,0.0,0.0,-0.5553741730740926,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
40,1776470349.4728038,0.0,0.0,-0.5538852015191935,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
41,1776470349.4805744,0.0,0.0,-0.5523962299642944,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
42,1776470349.4901006,0.0,0.0,-0.5509072584093951,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
43,1776470349.4979763,0.0,0.0,-0.549418286854496,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
44,1776470349.5071228,0.0,0.0,-0.5479293152995969,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
45,1776470349.5131629,0.0,0.0,-0.5464403437446976,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
46,1776470349.5227933,0.0,0.0,-0.5449513721897985,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
47,1776470349.530742,0.0,0.0,-0.5434624006348994,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
48,1776470349.538278,0.0,0.0,-0.5419734290800002,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
49,1776470349.5466418,0.0,0.0,-0.5404844575251011,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
50,1776470349.5548265,0.0,0.0,-0.5389954859702017,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
51,1776470349.5641313,0.0,0.0,-0.5375065144153026,-0.0,1.0,1.0,0.1,1.0,-0.0,-0.0,-0.0
52,1776470349.5716496,0.0,0.0,-0.53641158560891,-0.0,1.0,1.0,0.1,1.0,-0.0,0.0,0.0
53,1776470349.57986,0.0,0.0,-0.5349226140540109,-0.0,1.0,1.0,0.1,1.0,-0.0,0.0,0.0
54,1776470349.588694,0.0,0.0,-0.5334336424991117,-0.0,1.0,1.0,0.1,1.0,-0.0,0.0,0.0
55,1776470349.596769,0.0,0.0,-0.5319446709442125,-0.0,1.0,1.0,0.1,1.0,-0.0,0.0,0.0
56,1776470349.6048927,0.0,0.0,-0.5316378276348328,-0.0,1.0,1.0,0.1,1.0,-0.0,0.0,0.0
57,1776470349.6131933,0.0,0.0,-0.5301488560799336,-0.0,1.0,1.0,0.1,1.0,-0.0,0.0,0.0
58,1776470349.621501,0.0,0.0,-0.5294479700220474,-0.0,1.0,1.0,0.1,1.0,-0.0,0.0,0.0
59,1776470349.630327,0.0,0.0,-0.5271709129701352,-0.0,1.0,1.0,0.1,1.0,-0.0,0.0,0.0
60,1776470349.6391363,0.0,0.0,-0.5414436513554945,-0.0,1.0,1.0,0.1,1.0,-0.0,0.0,0.0
61,1776470349.6473708,0.0,0.0,-0.5261631836028693,-0.0,1.0,1.0,0.1,1.0,-0.0,0.0,0.0
62,1776470349.6561139,0.0,0.0,-0.5276328163513395,-0.0,1.0,1.0,0.101,1.0,-0.0,0.0,0.0
63,1776470349.6635778,0.0,0.0,-0.5269319302934532,-0.0,1.0,1.0,0.101,1.0,-0.0,0.0,0.0
64,1776470349.6723537,0.0,0.0,-0.5285953007266058,-0.0,1.0,1.0,0.101,1.0,-0.0,0.0,0.0
65,1776470349.6808987,0.0,0.0,-0.523165901686642,-0.0,1.0,1.0,0.101,1.0,-0.0,0.0,0.0
66,1776470349.689718,0.0,0.0,-0.5248292721197946,-0.0,1.0,1.0,0.101,1.0,-0.0,0.0,0.0
67,1776470349.6967456,0.0,0.0,-0.5288568990439859,-0.0,1.0,1.0,0.101,1.0,-0.0,0.0,0.0
68,1776470349.7049406,0.0,0.0,-0.5275682325529109,-0.0,1.0,1.0,0.102,1.0,-0.0,0.0,0.0
69,1776470349.714129,0.0,0.0,-0.5217447907644406,-0.0,1.0,1.0,0.102,1.0,-0.0,0.0,0.0
70,1776470349.7223866,0.0,0.0,-0.5226200757005801,-0.0,1.0,1.0,0.102,1.0,-0.0,0.0,0.0
71,1776470349.7299862,0.0,0.0,-0.5296063069281409,-0.0,1.0,1.0,0.103,1.0,-0.0,0.0,0.0
72,1776470349.7394404,0.0,0.0,-0.5363922330918773,-0.0,1.0,1.0,0.103,1.0,-0.0,0.0,0.0
73,1776470349.7469246,0.0,0.0,-0.5234760218302908,-0.0,1.0,1.0,0.103,1.0,-0.0,0.0,0.0
74,1776470349.7556508,0.0,0.0,-0.519823098848177,-0.0,1.0,1.0,0.104,1.0,-0.0,0.0,0.0
75,1776470349.76501,0.0,0.0,-0.5285792387544459,-0.0,1.0,1.0,0.104,1.0,-0.0,0.0,0.0
76,1776470349.771762,0.0,0.0,-0.5199974977264303,-0.0,1.0,1.0,0.104,1.0,-0.0,0.0,0.0
77,1776470349.7807178,0.0,0.0,-0.5234373442174329,-0.0,1.0,1.0,0.105,1.0,-0.0,0.0,0.0
78,1776470349.789623,0.0,0.0,-0.5424385955848698,-0.0,1.0,1.0,0.105,1.0,-0.0,0.0,0.0
79,1776470349.797086,0.0,0.0,-0.512384808452823,-0.0,1.0,1.0,0.106,1.0,-0.0,0.0,0.0
80,1776470349.805693,0.0,0.0,-0.5465599893273296,-0.0,1.0,1.0,0.107,1.0,-0.0,0.0,0.0
81,1776470349.8143218,0.0,0.0,-0.523398666604575,-0.0,1.0,1.0,0.107,1.0,-0.0,0.0,0.0
82,1776470349.8218555,0.0,0.0,-0.5293965072712987,-0.0,1.0,1.0,0.107,1.0,0.0,0.0,0.0
83,1776470349.830049,0.0,0.0,-0.5107699598459393,-0.0,1.0,1.0,0.108,1.0,0.0,0.0,0.0
84,1776470349.8396301,0.0,0.0,-0.5863196293136244,-0.0,1.0,1.0,0.109,1.0,0.0,0.0,0.0
85,1776470349.846568,0.0,0.0,-0.5137092253428795,-0.0,1.0,1.0,0.11,1.0,0.0,0.0,0.0
86,1776470349.8549862,0.0,0.0,-0.5352750382651793,-0.0,1.0,1.0,0.111,1.0,0.0,0.0,0.0
87,1776470349.8632197,0.0,0.0,-0.5391089275046883,-0.0,1.0,1.0,0.112,1.0,0.0,0.0,0.0
88,1776470349.8715425,0.0,0.0,-0.5433368594927039,-0.0,1.0,1.0,0.113,1.0,0.0,0.0,0.0
89,1776470349.880567,0.0,0.0,-0.534561380780006,-0.0,1.0,1.0,0.114,1.0,0.0,0.0,0.0
90,1776470349.8885171,0.0,0.0,-0.5393770932012103,-0.0,1.0,1.0,0.114,1.0,0.0,0.0,0.0
91,1776470349.8968651,0.0,0.0,-0.5221329790851943,-0.0,1.0,1.0,0.116,1.0,0.0,0.0,0.0
92,1776470349.9049025,-0.000250785,0.0,-0.6364925755911952,-0.0,1.0,1.0,0.116,1.0,0.0,0.0,0.0
93,1776470349.9132845,-0.000250785,0.0,-0.6403264648307042,-0.0,1.0,1.0,0.117,1.0,0.0,0.0,0.0
94,1776470349.9233341,0.0,0.0,-0.5677160608599595,-0.0,1.0,1.0,0.118,1.0,0.0,0.0,0.0
95,1776470349.9312873,-0.000250785,0.0,-0.5616988813868069,-0.0,1.0,1.0,0.119,1.0,0.0,0.0,0.0
96,1776470349.938892,0.0,0.0,-0.5265225385241761,-0.0,1.0,1.0,0.12,1.0,0.0,0.0,0.0
97,1776470349.9476752,-0.0025072016714646605,0.0,-0.4996210933801808,-0.0,1.0,1.0,0.121,1.0,0.001,0.0,0.0
98,1776470349.9557693,-0.0027579866714646604,0.0,-0.5402946959154733,-0.0,1.0,1.0,0.121,1.0,0.001,0.0,0.0
99,1776470349.9634717,-0.0025072016714646605,0.0,-0.5110289942804394,-0.0,1.0,1.0,0.122,1.0,0.001,0.0,0.0
100,1776470349.9716682,-0.0025072016714646605,0.0,-0.5091459799770337,-0.0,1.0,1.0,0.122,1.0,0.001,0.0,0.0
101,1776470349.980241,-0.0025072016714646605,0.0,-0.5023407150068682,-0.0,1.0,1.0,0.123,1.0,0.001,0.0,0.0
102,1776470349.9891407,-0.0027579866714646604,0.0,-0.5085388607374159,-0.0,1.0,1.0,0.124,1.0,0.001,0.0,0.0
103,1776470349.9965665,-0.0027579866714646604,0.0,-0.5094141456735556,-0.0,1.0,1.0,0.124,1.0,0.001,0.0,0.0
104,1776470350.0054314,-0.0027579866714646604,0.0,-0.5160063341526098,-0.0,1.0,1.0,0.125,1.0,0.001,0.0,0.0
105,1776470350.0143478,-0.0027579866714646604,0.0,-0.5287029015439433,-0.0,1.0,1.0,0.125,1.0,0.001,0.0,0.0
106,1776470350.022834,-0.0027579866714646604,0.0,-0.5041657128909869,-0.0,1.0,1.0,0.126,1.0,0.001,0.0,0.0
107,1776470350.0302992,-0.0027579866714646604,0.0,-0.5007065275935554,-0.0,1.0,1.0,0.126,1.0,0.001,0.0,0.0
108,1776470350.0390782,-0.0027579866714646604,0.0,-0.5088748870666355,-0.0,1.0,1.0,0.127,1.0,0.001,0.0,0.0
109,1776470350.0470655,-0.0030087716714646607,0.0,-0.58560668477984,-0.0,1.0,1.0,0.128,1.0,0.001,0.0,0.0
110,1776470350.0558681,-0.0027579866714646604,0.0,-0.5066915968329919,-0.0,1.0,1.0,0.129,1.0,0.001,0.0,0.0
111,1776470350.063434,-0.0027579866714646604,0.0,-0.5069791013359426,-0.0,1.0,1.0,0.13,1.0,0.001,0.0,0.0
112,1776470350.0718699,-0.0030087716714646607,0.0,-0.5441128865138187,-0.0,1.0,1.0,0.132,1.0,0.001,0.0,0.0
113,1776470350.0800066,-0.0027579866714646604,0.0,-0.5203637833578751,-0.0,1.0,1.0,0.133,1.0,0.001,0.0,0.0
114,1776470350.0881634,-0.0027579866714646604,0.0,-0.4962206374534254,-0.0,1.0,1.0,0.134,1.0,0.001,0.0,0.0
115,1776470350.0965707,-0.0027579866714646604,0.0,-0.4909915434772858,-0.0,1.0,1.0,0.135,1.0,0.001,0.0,0.0
116,1776470350.1047642,-0.0030087716714646607,0.0,-0.536006183625291,-0.0,1.0,1.0,0.137,1.0,0.001,0.0,0.0
117,1776470350.113136,-0.0030087716714646607,0.0,-0.5410222011103192,-0.0,1.0,1.0,0.138,1.0,0.001,0.0,0.0
118,1776470350.1220675,-0.0030087716714646607,0.0,-0.5271241666670374,-0.0,1.0,1.0,0.139,1.0,0.001,0.0,0.0
119,1776470350.1303484,-0.0030087716714646607,0.0,-0.5563770968747841,-0.0,1.0,1.0,0.141,1.0,0.001,0.0,0.0
120,1776470350.138391,-0.0030087716714646607,0.0,-0.5282935234852696,-0.0,1.0,1.0,0.142,1.0,0.001,0.0,0.0
121,1776470350.1471486,-0.0030087716714646607,0.0,-0.5222763440121171,-0.0,1.0,1.0,0.143,1.0,0.001,0.0,0.0
122,1776470350.1562092,-0.0027579866714646604,0.0,-0.5081845718841528,-0.0,1.0,1.0,0.145,1.0,0.001,0.0,0.0
123,1776470350.1631975,-0.0030087716714646607,0.0,-0.5218695298363234,-0.0,1.0,1.0,0.146,1.0,0.001,0.0,0.0
124,1776470350.171565,-0.0030087716714646607,0.0,-0.5546688447806281,-0.0,1.0,1.0,0.148,1.0,0.001,0.0,0.0
125,1776470350.1800284,-0.0027579866714646604,0.0,-0.5068831339657905,-0.0,1.0,1.0,0.149,1.0,0.001,0.0,0.0
126,1776470350.1886168,-0.0027579866714646604,0.0,-0.49810765525309286,-0.0,1.0,1.0,0.15,1.0,0.001,0.0,0.0
127,1776470350.1967363,-0.0030087716714646607,0.0,-0.5374053918581834,-0.0,1.0,1.0,0.151,1.0,0.001,0.0,0.0
128,1776470350.2048469,-0.000752355,0.0,-0.5619298090838525,-0.0,1.0,1.0,0.153,1.0,0.0,0.0,0.0
129,1776470350.213757,-0.000250785,0.0,-0.4977946078955676,-0.0,1.0,1.0,0.155,1.0,0.0,0.0,0.0
130,1776470350.221441,-0.000752355,0.0,-0.5802433091516868,-0.0,1.0,1.0,0.157,1.0,0.0,0.0,0.0
131,1776470350.2299976,-0.00100314,0.0,-0.6067379401198882,-0.0,1.0,1.0,0.159,1.0,0.0,0.0,0.0
132,1776470350.2389183,-0.00100314,0.0,-0.5963862904131646,-0.0,1.0,1.0,0.16,1.0,0.0,0.0,0.0
133,1776470350.2467046,-0.00050157,0.0,-0.5428902434345542,-0.0,1.0,1.0,0.162,1.0,0.0,0.0,0.0
134,1776470350.2557676,-0.000250785,0.0,-0.4939224043741971,-0.0,1.0,1.0,0.163,1.0,0.0,0.0,0.0
135,1776470350.2651768,-0.000752355,0.0,-0.5657319514206418,-0.0,1.0,1.0,0.165,1.0,0.0,0.0,0.0
136,1776470350.2725918,-0.00050157,0.0,-0.5167641123602846,-0.0,1.0,1.0,0.166,1.0,0.0,0.0,0.0
137,1776470350.282049,-0.00050157,0.0,-0.532813326803494,-0.0,1.0,1.0,0.167,1.0,0.0,0.0,0.0
138,1776470350.2892528,-0.000752355,0.0,-0.5539850969772873,-0.0,1.0,1.0,0.168,1.0,0.0,0.0,0.0
139,1776470350.2974992,-0.000250785,0.0,-0.4955602319527753,-0.0,1.0,1.0,0.169,1.0,0.0,0.0,0.0
140,1776470350.306083,-0.000752355,0.0,-0.5691462550570698,-0.0,1.0,1.0,0.172,1.0,0.0,0.0,0.0
141,1776470350.3144643,-0.000752355,0.0,-0.5639171610809302,-0.0,1.0,1.0,0.173,1.0,0.0,0.0,0.0
142,1776470350.3215642,-0.001380245,0.0,-0.6199649981871164,-0.0,1.0,0.999,0.175,1.0,0.0,0.0,0.0
143,1776470350.3312232,-0.0008786750000000002,0.0,-0.5424323435496117,-0.0,1.0,0.999,0.177,1.0,0.0,0.0,0.0
144,1776470350.3381371,-0.0008786750000000002,0.0,-0.54744836103464,-0.0,1.0,0.999,0.178,1.0,0.0,0.0,0.0
145,1776470350.348552,-0.0008786750000000002,0.0,-0.5441960481801744,-0.0,1.0,0.999,0.181,1.0,0.0,0.0,-0.0
146,1776470350.3556936,-0.0006278900000000001,0.0,-0.5029087590261225,-0.0,1.0,0.999,0.181,1.0,0.0,0.0,-0.0
147,1776470350.363755,-0.0028849550000000002,0.0,-0.8034568378909981,-0.0,1.0,0.999,0.182,1.0,0.0,0.0,-0.0
148,1776470350.3725965,-0.0003771050000000001,0.0,-0.480635855997791,-0.0,1.0,0.999,0.185,1.0,0.0,0.0,-0.0
149,1776470350.3806434,-0.0008786750000000002,0.0,-0.5368774307886597,-0.0,1.0,0.999,0.186,1.0,0.0,0.0,-0.0
150,1776470350.3894985,-0.0008786750000000002,0.0,-0.5550971640382254,-0.0,1.0,0.999,0.188,1.0,0.0,0.0,-0.0
151,1776470350.3979065,-0.0021326,0.0,-0.6830545190572702,-0.0,1.0,0.999,0.189,1.0,0.0,0.0,-0.0
152,1776470350.4052446,-0.0008786750000000002,0.0,-0.5452333238982766,-0.0,1.0,0.999,0.191,1.0,0.0,0.0,-0.0
153,1776470350.413836,-0.0006278900000000001,0.0,-0.4891727153648032,-0.0,1.0,0.999,0.192,1.0,0.0,0.0,-0.0
154,1776470350.4220624,-0.001881815,0.0,-0.6518058322524167,-0.0,1.0,0.999,0.193,1.0,0.0,0.0,-0.0
155,1776470350.4300058,-0.0006278900000000001,0.0,-0.5064978248718005,-0.0,1.0,0.999,0.195,1.0,0.0,0.0,-0.0
156,1776470350.4386663,-0.0008786750000000002,0.0,-0.5164426604027306,-0.0,1.0,0.999,0.197,1.0,0.0,0.0,-0.0
157,1776470350.4479058,-0.00112946,0.0,-0.5476658043530095,-0.0,1.0,0.999,0.199,1.0,-0.0,0.0,-0.0
