step,timestamp,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz
0,1773964700.9413242,-0.000976354380362792,0.0004854294664602732,-0.5658491426946765,-0.03599522083324586,0.014,-0.009,0.038,0.999,-0.0,-0.001,-0.036
1,1773964700.9485047,-0.000976354380362792,0.0007362144664602732,-0.5652486023206369,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
2,1773964700.9568818,-0.001604244380362792,0.0004854294664602732,-0.5660411464242862,-0.03599522083324586,0.014,-0.01,0.038,0.999,-0.0,-0.001,-0.036
3,1773964700.9652956,-0.000976354380362792,0.0004854294664602732,-0.5660315062148309,-0.03599522083324586,0.014,-0.009,0.038,0.999,-0.0,-0.001,-0.036
4,1773964700.973865,-0.001855029380362792,0.0012377844664602732,-0.5664177148079741,-0.03599522083324586,0.014,-0.01,0.038,0.999,0.0,-0.001,-0.036
5,1773964700.9818347,-0.000976354380362792,0.0004854294664602732,-0.5666003595562351,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
6,1773964700.9901934,-0.001604244380362792,0.0009869994664602733,-0.5665791924341964,-0.03599522083324586,0.014,-0.01,0.038,0.999,0.0,-0.001,-0.036
7,1773964700.9984925,-0.001353459380362792,0.0004854294664602732,-0.5659546201563654,-0.03599522083324586,0.014,-0.01,0.038,0.999,0.0,-0.001,-0.036
8,1773964701.0071657,-0.000976354380362792,0.0007362144664602732,-0.5663254727324083,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
9,1773964701.0151644,-0.001353459380362792,0.0004854294664602732,-0.5662928969221418,-0.03599522083324586,0.014,-0.01,0.038,0.999,0.0,-0.001,-0.036
10,1773964701.0234919,-0.001227139380362792,0.0004854294664602732,-0.5664564452352934,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
11,1773964701.0318298,-0.001227139380362792,0.0004854294664602732,-0.5660166015062649,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
12,1773964701.0402114,-0.000976354380362792,0.0009869994664602733,-0.565373937848485,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
13,1773964701.048474,-0.0007255693803627918,0.0009869994664602733,-0.5653263739967684,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
14,1773964701.0568438,-0.001477924380362792,0.0004854294664602732,-0.565873724466017,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
15,1773964701.0652,-0.000976354380362792,0.0007362144664602732,-0.5656190121609247,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
16,1773964701.0735047,-0.001477924380362792,0.0004854294664602732,-0.5657598155475767,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
17,1773964701.0817878,-0.000976354380362792,0.0007362144664602732,-0.5652982704106319,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
18,1773964701.0903265,-0.000976354380362792,0.0009869994664602733,-0.5648335206057105,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
19,1773964701.0987785,-0.001477924380362792,0.0004854294664602732,-0.5655612022725087,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
20,1773964701.1069417,-0.001227139380362792,0.0004854294664602732,-0.565288182968047,-0.03599522083324586,0.014,-0.009,0.038,0.999,-0.0,-0.001,-0.036
21,1773964701.1150799,-0.001477924380362792,0.0007362144664602732,-0.5652110083645321,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
22,1773964701.123523,-0.001477924380362792,0.0007362144664602732,-0.5651301936620816,-0.03599522083324586,0.014,-0.009,0.038,0.999,-0.0,-0.001,-0.036
23,1773964701.1320536,-0.001855029380362792,0.0009869994664602733,-0.5648464905470733,-0.03599522083324586,0.014,-0.01,0.038,0.999,0.0,-0.001,-0.036
24,1773964701.1401722,-0.0007255693803627918,0.0004854294664602732,-0.5643603064434985,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
25,1773964701.1486104,-0.0007255693803627918,0.0004854294664602732,-0.5644677727601026,-0.03599522083324586,0.014,-0.009,0.038,0.999,-0.0,-0.001,-0.036
26,1773964701.1568158,-0.001227139380362792,0.0007362144664602732,-0.5645716608632079,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
27,1773964701.1653898,-0.001604244380362792,0.0009869994664602733,-0.5646719795175998,-0.03599522083324586,0.014,-0.01,0.038,0.999,0.0,-0.001,-0.036
28,1773964701.173494,-0.000976354380362792,0.0004854294664602732,-0.564370559622973,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
29,1773964701.1818821,-0.001227139380362792,0.0007362144664602732,-0.564264686084134,-0.03599522083324586,0.014,-0.009,0.038,0.999,-0.0,-0.001,-0.036
30,1773964701.1901083,-0.001604244380362792,0.0009869994664602733,-0.5643542279228935,-0.03599522083324586,0.014,-0.01,0.038,0.999,-0.0,-0.001,-0.036
31,1773964701.1984885,-0.0007255693803627918,0.0007362144664602732,-0.5636448487771863,-0.03599522083324586,0.014,-0.009,0.038,0.999,-0.0,-0.001,-0.036
32,1773964701.2068138,-0.001227139380362792,0.0004854294664602732,-0.5641247847661504,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
33,1773964701.215143,-0.001227139380362792,0.0007362144664602732,-0.5638060382589036,-0.03599522083324586,0.014,-0.009,0.038,0.999,-0.0,-0.001,-0.036
34,1773964701.223477,-0.000976354380362792,0.0009869994664602733,-0.5634840216382149,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
35,1773964701.2318497,-0.001227139380362792,0.0007362144664602732,-0.5637544984080642,-0.03599522083324586,0.014,-0.009,0.038,0.999,-0.0,-0.001,-0.036
36,1773964701.240127,-0.001227139380362792,0.0004854294664602732,-0.5636241635616757,-0.03599522083324586,0.014,-0.009,0.038,0.999,-0.0,-0.001,-0.036
37,1773964701.2484684,-0.000976354380362792,0.0004854294664602732,-0.5632918493735588,-0.03599522083324586,0.014,-0.009,0.038,0.999,-0.0,-0.001,-0.036
38,1773964701.2568014,-0.001227139380362792,0.0007362144664602732,-0.5629563377332338,-0.03599522083324586,0.014,-0.009,0.038,0.999,-0.0,-0.001,-0.036
39,1773964701.2651384,-0.000976354380362792,0.0007362144664602732,-0.5630142291391849,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
40,1773964701.2734568,-0.000976354380362792,0.0007362144664602732,-0.5626720717549204,-0.03599522083324586,0.014,-0.009,0.038,0.999,-0.0,-0.001,-0.036
41,1773964701.2817814,-0.001227139380362792,0.0007362144664602732,-0.5629213841736536,-0.03599522083324586,0.014,-0.009,0.038,0.999,-0.0,-0.001,-0.036
42,1773964701.2902224,-0.001227139380362792,0.0007362144664602732,-0.5625724922305311,-0.03599522083324586,0.014,-0.009,0.038,0.999,-0.0,-0.001,-0.036
43,1773964701.298468,-0.001227139380362792,0.0004854294664602732,-0.5624185619460709,-0.03599522083324586,0.014,-0.009,0.038,0.999,-0.0,-0.001,-0.036
44,1773964701.3068104,-0.001477924380362792,0.0004854294664602732,-0.5624594002954575,-0.03599522083324586,0.014,-0.009,0.038,0.999,-0.0,-0.001,-0.036
45,1773964701.3151004,-0.001227139380362792,0.0004854294664602732,-0.5622987830366009,-0.03599522083324586,0.014,-0.009,0.038,0.999,-0.0,-0.001,-0.036
46,1773964701.3235254,-0.001477924380362792,0.0007362144664602732,-0.5621348818974827,-0.03599522083324586,0.014,-0.009,0.038,0.999,-0.0,-0.001,-0.036
47,1773964701.3317776,-0.001227139380362792,0.0007362144664602732,-0.5619677135359913,-0.03599522083324586,0.014,-0.009,0.038,0.999,0.0,-0.001,-0.036
