step,timestamp,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz
0,1770642955.6763215,0.0,0.0,0.049999999999307376,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642955.711095,0.0,-0.0013991571768595767,0.09874999849992525,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642955.7404366,0.0,-0.0015263858461896746,0.14628124826222474,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642955.7899258,0.0,-0.0016006959600057837,0.19262421681523897,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642955.807595,0.0,-0.0016807296864761383,0.2376747719346382,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642955.8401096,0.0,-0.0017429834319056354,0.25993294898910485,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642955.873659,0.0,-0.0017639496222684233,0.26415204861447106,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642955.9225929,0.0,-0.001767111004176019,0.26494816619747,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642955.9556978,0.0,-0.0017675800548707,0.265098388683247,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642955.9866972,0.0,-0.001767654260559441,0.26512673473642473,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.0079472,0.0,-0.0017676666942292314,0.26513208346039485,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.0504057,0.0,-0.0017676688687162981,0.26513309273126806,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.0736346,0.0,-0.0017676692602546335,0.26513328317438595,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.107397,0.0,-0.0017676693320772333,0.26513331910978727,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.140865,0.0,-0.0017676693454128022,0.2651333258905878,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.173801,0.0,-0.001767669347902239,0.26513332717008337,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.2072375,0.0,-0.0017676693483684618,0.265133327411506,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.2413614,0.0,-0.00176766934845108,0.2651333274570668,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.2744505,0.0,-0.0017676693484718863,0.2651333274656613,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.3068647,0.0,-0.0017676693484777986,0.2651333274672686,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.3405359,0.0,-0.0017676693484743081,0.2651333274675845,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.3735783,0.0,-0.0017676693484750448,0.2651333274676266,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.4211805,0.0,-0.001767669348477972,0.2651333274676406,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.4400368,0.0,-0.0017676693484746815,0.26513332746765345,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.4741032,0.0,-0.0017676693484774205,0.26513332746764684,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.509836,0.0,-0.0017676693484743938,0.2651333274676527,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.54052,0.0,-0.0017676693484779237,0.2651333274676427,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.5734456,0.0,-0.0017676693484773441,0.26513332746766216,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.607094,0.0,-0.001767669348476158,0.2651333274676444,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.6569302,0.0,-0.0017676693484743908,0.2651333274676382,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.689268,0.0,-0.0017676693484751983,0.26513332746765855,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.7126822,0.0,-0.001767669348477866,0.26513332746765433,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.7399352,0.0,-0.0017676693484752755,0.26513332746765694,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.779738,0.0,-0.0017676693484779075,0.2651333274676465,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.8228204,0.0,-0.001767669348474716,0.2651333274676371,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.8403933,0.0,-0.0017676693484764278,0.26513332746764867,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.87686,0.0,-0.001767669348475981,0.2651333274676282,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.9213028,0.0,-0.001767669348476064,0.26513332746763363,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.9476757,0.0,-0.0017676693484768788,0.2651333274676529,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642956.9788122,0.0,-0.0017676693484748244,0.2651333274676554,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642957.0082152,0.0,-0.001767669348476835,0.2651333274676569,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642957.0405025,0.0,-0.0017676693484782653,0.2651333274676398,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642957.073522,0.0,-0.0017676693484781055,0.26513332746763857,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642957.107548,0.0,-0.0017676693484743366,0.26513332746765045,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642957.140665,0.0,-0.0017676693484760257,0.2651333274676503,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642957.1734302,0.0,-0.001767669348477986,0.26513332746764995,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642957.207071,0.0,-0.001767669348475498,0.2651333274676542,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642957.2401779,0.0,-0.0017676693484736461,0.26513332746764817,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
0,1770642957.2735507,0.0,-0.0017676693484762716,0.2651333274676679,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
1,1770642957.30694,0.0,-0.001765779895334522,0.2665579327876525,0.0,0.001,0.0,0.1,1.0,-0.0,-0.0,0.0
2,1770642957.3401952,0.0,-0.0013575279438349745,0.26480884171068386,0.0,0.001,0.0,0.1,1.0,0.0,-0.0,0.0
