file_name,folder_name,rmse_x,rmse_y,rmse_z,rmse_3d,start_time,total_duration,analysis_duration,num_samples,total_samples
log.csv,circle_1,0.056,0.381,0.033,0.386,8.008071422576904,88.27137899398804,80.26330757141113,1205,1325
log.csv,circle_2_video,0.077,0.38,0.039,0.39,8.010284662246704,88.94281268119812,80.93252801895142,1215,1335
log.csv,circle_3,0.077,0.344,0.033,0.354,8.00686764717102,89.60833740234375,81.60146975517273,1225,1345
log.csv,xyz_sine_1,0.074,0.398,0.043,0.407,8.003231525421143,71.20208311080933,63.198851585388184,949,1069
log.csv,xyz_sine_2,0.048,0.366,0.037,0.371,8.001893281936646,70.47329902648926,62.47140574455261,938,1058
log.csv,xyz_sine_3,0.074,0.35,0.067,0.364,8.008730411529541,69.87559080123901,61.86686038970947,929,1049
log.csv,z_sin_1,0.055,0.491,0.076,0.5,8.003838300704956,51.142740964889526,43.13890266418457,648,768
log.csv,z_sin_2,0.041,0.475,0.08,0.483,8.01703405380249,51.54328918457031,43.52625513076782,654,774
log.csv,z_sin_3,0.037,0.453,0.077,0.461,8.061188220977783,51.52114534378052,43.459957122802734,653,774
